State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
OH,2,408,396-6247,no,yes,39,3.0,2,45.97,3.0,2,20.83,1.0,3,4.9,3.0,3,4.16,1,False.
AR,2,415,396-9279,no,yes,23,3.0,1,43.01,1.0,3,11.81,3.0,2,12.5,2.0,2,3.19,2,False.
KS,3,510,363-8715,no,yes,26,2.0,1,31.26,3.0,2,20.46,2.0,3,8.36,3.0,2,4.05,1,False.
AR,2,415,365-4728,no,yes,25,2.0,3,36.57,2.0,1,16.78,1.0,3,7.29,2.0,3,2.86,1,False.
OH,2,415,397-9184,no,yes,42,2.0,2,25.89,3.0,2,22.74,3.0,3,12.01,2.0,2,3.05,7,False.
MO,3,415,408-1340,no,yes,29,2.0,2,32.32,2.0,3,18.97,3.0,3,11.53,3.0,3,3.83,0,False.
DC,3,415,333-9511,no,yes,37,2.0,2,31.52,2.0,3,15.17,2.0,2,9.82,1.0,2,2.16,4,False.
MA,2,415,358-7379,no,yes,17,2.0,2,31.14,3.0,3,21.49,1.0,2,7.05,2.0,2,2.62,0,False.
NH,2,510,397-1766,yes,no,0,1.0,2,9.21,3.0,1,25.77,2.0,1,7.73,2.0,1,2.32,1,True.
IA,1,408,331-2144,no,yes,26,2.0,3,35.36,2.0,2,15.73,2.0,3,8.0,1.0,3,2.19,1,False.
OR,2,510,395-1898,no,yes,22,3.0,2,40.94,1.0,2,6.45,2.0,3,10.11,1.0,2,1.92,2,False.
WV,1,510,373-8920,no,yes,21,2.0,3,33.27,1.0,2,9.03,1.0,2,7.08,1.0,2,1.43,2,False.
SC,2,510,369-7017,no,yes,28,1.0,3,23.1,3.0,2,20.78,2.0,1,9.34,2.0,2,3.11,4,True.
NC,2,415,420-8435,yes,no,0,2.0,3,32.15,2.0,2,18.97,3.0,3,12.11,3.0,2,3.75,2,True.
NH,2,510,395-2579,no,yes,43,2.0,3,30.24,2.0,1,14.88,1.0,3,7.26,2.0,2,3.11,1,False.
WY,1,408,405-7850,no,yes,39,2.0,1,24.46,2.0,3,17.88,1.0,3,5.81,3.0,3,3.38,2,False.
FL,3,510,394-7710,yes,no,0,2.0,3,25.19,1.0,3,13.57,2.0,1,8.88,2.0,2,2.32,2,False.
NC,3,408,340-1876,no,yes,26,2.0,3,30.55,2.0,3,18.54,2.0,2,9.55,2.0,3,2.51,1,True.
KS,2,510,413-1061,no,yes,25,2.0,3,24.5,2.0,2,14.25,3.0,2,10.8,3.0,2,3.92,1,False.
MA,2,408,417-3999,yes,yes,16,2.0,2,25.02,1.0,2,13.61,2.0,3,8.28,1.0,1,2.08,0,True.
OH,3,408,379-1720,yes,no,0,3.0,2,43.3,3.0,1,21.44,2.0,2,8.01,1.0,2,2.16,0,True.
TN,2,408,368-3117,yes,no,0,2.0,2,28.92,3.0,2,23.1,1.0,1,4.98,2.0,2,2.35,1,False.
NH,3,408,383-2901,yes,yes,25,2.0,2,32.49,1.0,3,12.72,2.0,1,10.25,2.0,2,2.65,0,False.
NY,1,510,394-3312,yes,no,0,1.0,1,24.04,1.0,1,10.53,3.0,2,14.56,1.0,2,2.19,2,False.
WI,2,510,395-8330,no,yes,25,3.0,2,42.26,1.0,3,10.14,2.0,1,8.74,2.0,1,3.24,1,False.
NC,1,408,359-7562,yes,no,0,3.0,3,37.57,1.0,2,14.06,3.0,3,10.59,2.0,2,2.62,1,False.
HI,3,408,361-8113,yes,yes,33,2.0,1,34.05,2.0,1,19.26,2.0,2,8.95,3.0,2,3.48,2,False.
SC,3,510,347-9769,no,yes,28,2.0,1,26.71,2.0,2,14.65,2.0,2,8.3,2.0,3,3.0,1,False.
AK,1,510,352-9130,yes,yes,12,1.0,1,23.09,2.0,3,17.05,2.0,2,8.66,3.0,3,3.32,2,False.
OK,2,510,405-4109,yes,yes,28,2.0,2,26.54,1.0,3,9.1,2.0,2,7.55,3.0,2,3.97,0,True.
WI,3,415,405-5403,yes,no,0,3.0,2,38.28,2.0,2,15.72,1.0,3,6.44,2.0,1,2.67,0,True.
HI,2,408,398-3004,no,yes,21,2.0,2,33.64,1.0,2,14.08,2.0,3,9.36,2.0,3,2.73,0,False.
OH,2,415,356-3448,no,yes,29,3.0,1,38.32,2.0,2,15.9,3.0,2,12.65,3.0,2,3.48,1,False.
AZ,3,415,332-6633,no,yes,40,1.0,2,24.29,1.0,1,7.53,3.0,2,13.05,2.0,3,2.92,1,False.
NJ,2,510,384-5632,yes,yes,38,3.0,3,38.37,1.0,3,10.17,2.0,3,8.69,3.0,3,3.78,1,True.
WA,3,408,352-6068,no,yes,33,2.0,2,28.53,2.0,2,17.45,1.0,3,5.85,3.0,2,3.92,4,True.
DC,2,415,384-7873,no,yes,39,2.0,2,28.87,1.0,3,5.54,1.0,2,6.5,2.0,2,2.94,1,False.
NE,2,408,396-2187,no,yes,28,2.0,2,32.4,3.0,2,20.17,2.0,3,9.52,2.0,1,2.65,2,False.
MA,2,408,383-5109,no,yes,45,1.0,3,13.65,1.0,2,13.03,3.0,3,13.91,3.0,2,3.46,2,False.
VT,3,415,377-7843,no,yes,36,3.0,2,39.39,2.0,2,19.13,2.0,2,9.08,3.0,1,3.27,0,False.
UT,1,408,335-9726,no,yes,25,2.0,1,27.83,1.0,2,9.62,1.0,3,6.03,2.0,2,2.67,3,False.
DE,2,510,374-4664,yes,no,0,3.0,1,42.6,2.0,1,15.97,1.0,3,5.41,1.0,2,2.11,1,False.
MD,2,415,375-2184,yes,yes,42,1.0,2,22.12,2.0,3,14.2,3.0,1,11.01,3.0,2,3.67,3,True.
IN,2,415,364-2166,no,yes,33,3.0,2,37.18,1.0,3,13.18,1.0,3,4.46,3.0,2,3.27,1,False.
OR,3,408,414-4741,no,yes,30,1.0,1,21.85,2.0,2,16.01,3.0,1,11.45,1.0,3,1.84,1,False.
HI,3,415,406-8324,no,yes,30,2.0,3,29.58,2.0,1,17.45,2.0,2,9.82,1.0,2,1.81,1,False.
MI,2,415,394-3048,yes,yes,26,1.0,3,21.98,2.0,3,15.0,1.0,2,6.95,2.0,3,2.59,1,False.
MS,2,510,352-6282,no,yes,30,2.0,2,33.81,2.0,2,17.6,1.0,1,7.19,3.0,2,3.4,3,False.
NY,1,510,328-4231,no,yes,31,2.0,1,32.61,3.0,3,22.76,2.0,1,9.02,3.0,2,3.46,2,False.
SD,1,510,358-6672,no,yes,20,1.0,1,22.66,2.0,3,15.65,3.0,2,12.28,3.0,1,3.65,1,False.
KS,2,415,336-7357,no,yes,32,2.0,2,29.68,3.0,3,26.4,2.0,2,10.56,2.0,2,2.43,1,False.
CO,2,510,394-6668,no,yes,21,3.0,2,48.14,3.0,2,20.37,1.0,1,6.73,1.0,1,1.7,5,False.
KY,2,408,403-2673,no,yes,20,2.0,1,26.83,1.0,1,13.73,3.0,2,12.22,2.0,1,2.35,5,True.
NV,3,415,416-7679,no,yes,27,3.0,2,39.13,2.0,1,16.67,2.0,2,9.69,2.0,1,2.81,1,False.
SC,1,415,340-4972,yes,no,0,3.0,2,40.43,2.0,3,17.76,2.0,1,7.55,3.0,3,4.21,2,True.
RI,2,510,417-4826,yes,no,0,2.0,1,34.68,2.0,1,14.32,1.0,2,7.38,3.0,2,3.59,3,True.
SC,2,510,364-9425,no,yes,4,1.0,2,24.02,2.0,2,19.58,2.0,1,10.07,2.0,2,2.54,3,False.
MT,2,408,362-2787,no,yes,16,1.0,2,20.21,2.0,2,19.41,2.0,2,8.1,1.0,2,2.21,2,False.
MT,2,415,420-5652,no,yes,30,2.0,1,24.57,3.0,2,22.3,2.0,1,10.19,2.0,3,3.24,2,False.
NV,2,510,381-1026,no,yes,35,3.0,3,43.57,3.0,2,21.94,2.0,3,9.7,2.0,1,3.16,1,False.
OR,1,415,344-5973,yes,no,0,2.0,2,32.4,1.0,2,13.74,2.0,3,8.55,3.0,3,3.51,1,False.
AR,2,510,415-4875,no,yes,27,2.0,2,34.78,1.0,2,11.56,2.0,1,9.47,1.0,1,1.78,3,False.
OK,2,415,395-3852,no,yes,33,3.0,2,43.03,2.0,2,17.86,1.0,2,4.27,2.0,2,3.21,3,False.
MD,3,415,398-4814,no,yes,39,2.0,2,28.46,2.0,2,14.68,2.0,3,8.67,2.0,2,2.57,3,False.
ID,3,415,410-5963,no,yes,22,2.0,2,28.51,3.0,2,20.98,2.0,3,9.18,1.0,3,2.03,1,False.
ME,1,415,399-6642,no,yes,30,2.0,2,32.59,2.0,1,16.41,1.0,2,6.72,2.0,2,3.0,1,False.
NY,2,415,391-1793,no,yes,26,2.0,2,32.15,2.0,2,15.15,2.0,2,8.97,2.0,2,3.0,1,False.
SC,3,415,394-9825,no,yes,23,2.0,2,26.11,2.0,2,18.44,1.0,2,7.26,3.0,2,3.4,2,False.
IL,2,408,417-1360,yes,yes,36,2.0,3,29.1,2.0,2,15.79,2.0,2,10.24,2.0,2,2.92,1,False.
OK,3,415,374-8329,yes,no,0,2.0,1,24.8,2.0,3,17.7,2.0,2,8.14,3.0,3,3.89,0,True.
KS,1,415,363-8424,no,yes,37,2.0,1,34.2,3.0,3,23.81,1.0,2,6.94,2.0,1,3.19,1,False.
MS,2,415,344-2260,no,yes,21,1.0,1,21.47,2.0,2,17.82,2.0,3,8.66,2.0,1,2.86,1,False.
IA,2,510,349-4070,no,yes,15,1.0,3,14.98,2.0,3,14.95,3.0,1,12.15,2.0,1,2.62,2,False.
WI,2,415,394-6505,no,yes,34,3.0,1,37.15,2.0,1,16.72,1.0,2,6.8,2.0,2,2.67,2,False.
MT,1,415,419-3612,no,yes,26,3.0,1,40.26,3.0,2,22.39,2.0,2,8.15,2.0,3,3.02,1,False.
MT,2,510,416-7866,yes,yes,30,2.0,3,31.31,2.0,2,14.24,2.0,3,9.58,2.0,3,2.7,0,False.
OH,3,510,347-1263,no,yes,27,2.0,2,27.15,2.0,2,14.35,3.0,3,10.98,2.0,3,2.59,3,False.
OH,2,415,386-5684,no,yes,27,2.0,3,34.8,2.0,2,17.8,2.0,1,9.58,1.0,1,1.89,2,False.
IL,1,415,398-5970,yes,no,0,3.0,3,45.83,2.0,2,14.59,2.0,2,9.86,1.0,3,2.21,1,False.
NY,1,415,398-8588,no,yes,16,1.0,2,15.05,2.0,2,15.2,2.0,2,10.29,2.0,2,3.11,2,False.
MI,3,510,357-7875,no,yes,25,2.0,3,34.65,3.0,1,22.7,2.0,2,10.13,1.0,2,1.97,0,False.
SD,2,510,393-9677,no,yes,34,3.0,2,45.63,2.0,2,18.89,1.0,2,5.29,2.0,2,2.78,0,False.
TN,2,510,338-1815,no,yes,26,2.0,2,28.97,3.0,2,21.63,2.0,3,9.88,3.0,2,4.08,0,False.
ID,1,510,394-4512,no,yes,28,2.0,2,33.69,1.0,3,11.82,2.0,3,8.96,2.0,1,2.38,2,False.
NH,2,408,400-8538,yes,no,0,3.0,3,38.91,3.0,1,21.73,2.0,3,9.36,2.0,1,2.73,4,True.
PA,1,415,382-9138,no,yes,23,3.0,2,38.11,2.0,2,16.12,2.0,1,10.03,2.0,2,2.65,0,False.
MS,3,415,348-7071,no,yes,24,2.0,1,29.68,2.0,3,15.01,2.0,2,9.65,2.0,2,2.38,2,False.
NC,2,415,419-3196,no,yes,37,3.0,2,38.0,2.0,2,19.98,1.0,2,6.3,2.0,2,2.86,2,False.
KS,2,510,375-8505,no,yes,28,3.0,2,39.64,1.0,2,9.63,1.0,1,5.31,3.0,2,4.35,0,False.
NY,2,408,396-7687,no,yes,30,1.0,2,10.3,1.0,2,14.1,1.0,2,5.98,3.0,3,3.59,0,False.
GA,3,408,355-2634,yes,yes,18,3.0,2,37.76,1.0,2,13.65,2.0,2,9.85,3.0,1,3.67,0,True.
ID,2,408,381-5273,no,yes,19,2.0,2,26.28,3.0,2,20.54,1.0,2,7.2,3.0,1,3.4,3,False.
CT,2,415,421-6694,no,yes,25,1.0,2,23.36,2.0,1,15.02,2.0,2,8.47,2.0,3,2.75,2,False.
CA,3,510,388-6026,yes,no,0,2.0,3,33.35,2.0,1,15.0,2.0,2,10.46,3.0,1,4.1,0,True.
TX,1,510,346-2020,yes,no,0,2.0,3,29.39,2.0,1,15.56,2.0,2,10.19,2.0,1,2.65,0,True.
MS,1,510,342-8320,no,yes,27,3.0,1,45.7,3.0,2,20.96,3.0,2,12.24,3.0,2,4.43,0,False.
RI,3,415,400-1280,no,yes,27,1.0,1,23.82,2.0,2,18.99,3.0,1,11.61,1.0,3,1.03,1,False.
MT,1,408,394-9942,no,yes,26,1.0,2,22.3,1.0,2,9.05,2.0,2,9.98,2.0,3,2.75,2,False.
CT,3,408,380-3329,no,yes,23,2.0,2,25.43,3.0,3,20.38,3.0,3,13.21,1.0,2,2.0,2,False.
OH,1,408,327-9289,no,yes,31,1.0,1,24.16,2.0,2,16.41,3.0,2,11.4,2.0,2,2.97,1,False.
MN,3,510,368-6892,no,yes,31,2.0,2,32.81,2.0,2,19.11,2.0,2,8.89,2.0,3,2.78,2,False.
VA,2,510,411-2958,yes,no,0,3.0,3,42.89,2.0,2,17.6,3.0,2,12.81,2.0,2,3.24,3,True.
OH,2,510,347-6393,no,yes,29,1.0,2,18.89,2.0,2,18.52,3.0,2,11.16,1.0,2,1.78,2,False.
AR,2,408,410-3725,yes,no,0,2.0,3,35.17,2.0,2,14.25,1.0,1,7.01,2.0,2,2.94,0,False.
IA,2,415,341-6743,no,yes,33,3.0,1,50.92,1.0,1,13.89,1.0,2,6.6,2.0,2,3.13,0,False.
HI,3,415,346-8362,yes,yes,26,2.0,3,35.99,1.0,3,11.83,1.0,2,6.6,2.0,2,3.0,1,False.
WY,2,408,339-9798,yes,no,0,2.0,3,33.59,3.0,2,20.95,3.0,2,12.84,3.0,3,3.38,2,False.
FL,3,510,367-1681,yes,no,0,1.0,2,8.11,3.0,2,22.47,2.0,2,10.58,3.0,2,3.56,0,True.
NV,2,408,351-4025,yes,no,0,1.0,2,15.22,3.0,2,28.89,2.0,1,7.78,1.0,1,2.13,1,True.
VA,3,415,384-7216,no,yes,35,2.0,1,34.94,3.0,3,25.37,2.0,2,9.64,1.0,2,1.86,1,False.
NC,2,510,329-9667,yes,no,0,3.0,1,42.72,3.0,2,21.46,1.0,2,5.32,2.0,1,2.67,3,True.
KS,1,510,418-5300,yes,no,0,1.0,3,8.13,2.0,3,15.21,1.0,2,6.87,3.0,3,3.59,0,True.
NM,1,415,416-9162,no,yes,24,1.0,2,15.69,2.0,2,16.41,1.0,3,4.47,2.0,2,3.13,2,False.
DC,3,510,392-6647,no,yes,29,3.0,2,37.26,2.0,2,17.51,2.0,3,8.66,3.0,2,4.05,1,False.
ID,3,510,343-2465,no,yes,37,2.0,3,30.28,3.0,2,20.64,3.0,2,10.93,3.0,2,3.51,0,False.
ID,2,415,405-4606,no,yes,31,2.0,3,29.29,3.0,2,22.63,2.0,2,10.27,2.0,2,3.19,1,False.
NC,2,408,414-4037,no,yes,27,1.0,2,15.88,3.0,2,21.42,2.0,2,8.5,2.0,1,2.94,1,False.
DE,3,408,351-1389,yes,yes,29,1.0,2,14.48,2.0,1,19.58,3.0,2,10.96,2.0,2,2.43,2,False.
MS,1,415,375-3668,no,yes,34,2.0,1,27.2,2.0,3,15.68,2.0,2,9.37,1.0,3,1.65,1,False.
OH,3,415,375-5414,no,yes,10,2.0,1,31.09,3.0,1,24.85,1.0,3,6.4,2.0,2,3.11,0,False.
NE,2,415,351-2928,yes,yes,16,2.0,1,34.05,2.0,2,16.81,1.0,2,6.8,2.0,2,2.81,1,False.
PA,2,510,365-7774,yes,no,0,2.0,2,24.65,3.0,2,25.02,3.0,3,10.79,2.0,1,2.97,4,True.
OR,2,510,394-2560,yes,no,0,2.0,1,29.19,1.0,1,12.28,1.0,2,7.11,1.0,2,1.84,3,False.
CT,2,415,418-5708,no,yes,27,2.0,3,36.21,2.0,2,19.23,2.0,2,8.54,2.0,2,3.0,4,False.
AL,1,415,421-2245,no,yes,36,3.0,1,41.29,2.0,1,14.53,2.0,3,7.98,1.0,3,1.3,1,False.
CA,3,415,415-3689,no,yes,22,2.0,1,32.23,2.0,3,15.22,2.0,3,8.08,2.0,2,3.08,2,False.
WV,2,415,396-1106,no,yes,28,1.0,2,15.76,1.0,1,10.86,2.0,1,10.15,2.0,2,2.67,3,False.
AK,2,415,380-2600,no,yes,24,2.0,2,29.94,1.0,1,13.55,3.0,2,12.11,3.0,3,3.27,0,False.
OH,2,415,376-5375,no,yes,25,2.0,2,32.52,3.0,3,21.31,3.0,1,11.22,3.0,2,4.75,2,False.
NC,2,510,361-9839,yes,no,0,2.0,3,35.55,2.0,2,17.43,1.0,2,5.37,1.0,2,2.11,2,False.
KY,1,510,348-8679,no,yes,33,1.0,2,15.1,1.0,2,9.32,2.0,2,7.77,1.0,3,1.92,3,False.
RI,2,408,370-5042,no,yes,13,2.0,1,35.29,1.0,1,12.98,2.0,2,10.48,2.0,2,2.62,1,False.
WA,1,415,335-5806,no,yes,29,1.0,3,6.41,1.0,2,12.25,2.0,2,10.2,1.0,2,1.32,1,False.
RI,1,415,368-5612,no,yes,29,2.0,3,36.64,1.0,1,13.76,1.0,2,5.77,2.0,2,2.38,2,False.
CT,3,408,354-7077,no,yes,20,3.0,2,40.65,2.0,2,17.77,3.0,3,12.07,3.0,2,3.59,5,False.
RI,1,415,366-4287,yes,no,0,1.0,2,10.69,2.0,2,17.25,3.0,1,11.66,2.0,3,2.4,1,False.
FL,2,415,415-2285,no,yes,28,2.0,2,34.39,1.0,1,5.88,3.0,1,11.59,1.0,2,1.81,1,False.
FL,2,408,415-6601,no,yes,33,2.0,2,35.34,2.0,2,19.85,2.0,2,9.96,3.0,2,3.65,1,False.
TN,2,415,351-7309,yes,no,0,3.0,3,47.01,2.0,1,16.63,2.0,1,9.46,1.0,2,1.94,1,True.
NC,3,415,363-7802,no,yes,31,3.0,2,53.35,1.0,2,12.55,2.0,2,8.67,2.0,3,2.73,3,False.
IN,2,415,408-4870,yes,yes,25,3.0,3,49.05,2.0,1,17.29,2.0,3,10.28,3.0,2,3.51,1,False.
WV,3,408,401-4778,no,yes,35,1.0,1,11.03,2.0,2,15.65,1.0,1,6.82,3.0,1,3.94,1,False.
UT,1,510,370-9563,no,yes,26,3.0,3,41.4,3.0,2,20.13,2.0,3,7.8,2.0,3,2.43,1,False.
AK,2,415,333-5295,no,yes,31,3.0,2,47.26,3.0,1,21.52,2.0,3,10.04,2.0,2,2.35,0,False.
UT,3,510,370-2451,no,yes,37,3.0,2,37.38,2.0,1,18.88,1.0,2,5.33,2.0,2,2.7,1,False.
AR,2,408,329-8115,no,yes,16,2.0,2,24.77,2.0,3,16.24,2.0,1,9.7,2.0,3,3.05,0,False.
AK,3,415,340-3409,no,yes,37,1.0,2,12.89,2.0,3,14.76,1.0,2,7.32,1.0,3,2.21,0,False.
GA,2,510,340-8245,no,yes,31,3.0,1,42.4,2.0,1,17.81,2.0,1,8.13,2.0,1,2.67,4,False.
NV,2,415,376-4540,yes,no,0,3.0,2,38.83,1.0,2,12.33,3.0,3,11.04,1.0,3,2.08,0,False.
MS,1,415,420-8953,no,yes,25,1.0,2,24.21,3.0,2,26.66,1.0,3,5.7,3.0,3,3.62,2,False.
NC,2,415,376-4035,no,yes,38,2.0,1,34.71,2.0,2,17.5,3.0,1,12.89,1.0,2,2.24,0,False.
NM,2,415,372-8925,no,yes,42,2.0,2,25.28,2.0,2,14.22,3.0,2,12.18,2.0,3,2.81,0,False.
MS,2,415,336-7155,yes,yes,23,3.0,1,41.74,3.0,1,24.88,2.0,2,8.28,2.0,3,2.92,1,False.
NJ,1,510,347-5354,yes,yes,31,3.0,1,38.25,2.0,1,16.26,2.0,1,10.2,2.0,2,2.46,1,False.
MN,2,415,327-8732,no,yes,27,3.0,2,37.69,3.0,1,20.07,2.0,2,8.67,1.0,2,2.16,0,False.
OK,2,415,418-4658,no,yes,32,1.0,3,19.87,2.0,2,19.75,1.0,2,5.75,2.0,3,2.97,0,False.
MI,1,415,349-5617,no,yes,33,3.0,1,46.02,2.0,3,17.06,2.0,2,9.08,2.0,2,2.94,3,False.
UT,1,510,413-6346,yes,no,0,2.0,2,24.7,3.0,2,25.82,2.0,1,9.27,2.0,2,2.4,0,False.
IL,3,408,395-9270,no,yes,25,3.0,2,39.22,2.0,2,19.87,2.0,2,9.71,3.0,1,3.65,3,False.
VA,1,408,387-5411,no,yes,35,2.0,2,34.03,3.0,2,20.77,2.0,2,9.32,2.0,2,3.13,3,False.
CT,3,415,389-6037,yes,no,0,2.0,2,31.62,1.0,2,5.61,2.0,2,9.59,3.0,2,3.48,1,False.
MO,2,415,380-6074,no,yes,30,3.0,2,46.33,3.0,1,21.51,2.0,3,8.14,2.0,3,2.35,3,False.
GA,2,510,328-9315,no,yes,35,3.0,3,39.19,3.0,3,22.59,3.0,1,12.14,2.0,3,2.86,5,False.
IN,1,415,368-9751,no,yes,34,2.0,2,32.54,3.0,2,30.75,1.0,3,6.64,1.0,1,1.94,1,False.
MN,2,510,371-6284,yes,no,0,2.0,1,26.83,2.0,3,17.27,2.0,1,7.59,2.0,1,2.7,3,True.
NY,2,415,403-9468,no,yes,37,2.0,2,27.71,3.0,3,26.59,2.0,1,9.0,2.0,2,3.13,1,False.
ID,2,510,406-4768,no,yes,17,2.0,1,32.96,2.0,1,16.13,2.0,2,8.83,3.0,3,3.4,0,False.
TN,2,408,410-7611,yes,no,0,2.0,1,30.58,2.0,2,14.45,2.0,2,8.58,3.0,1,3.73,1,True.
IL,1,415,340-6908,yes,yes,29,2.0,2,33.24,2.0,2,14.59,2.0,1,9.18,3.0,3,3.65,1,True.
AL,3,415,348-6659,no,yes,20,3.0,2,44.95,2.0,3,18.67,2.0,2,9.02,2.0,2,3.05,2,False.
MO,2,415,417-7913,yes,no,0,1.0,1,22.7,2.0,2,18.67,2.0,1,9.45,2.0,2,3.16,1,False.
MD,1,415,386-3766,no,yes,31,1.0,2,19.62,2.0,1,18.48,3.0,2,10.8,3.0,2,3.54,1,False.
CT,1,415,387-4064,no,yes,33,2.0,1,27.51,3.0,1,23.21,1.0,1,6.93,3.0,2,3.7,0,False.
VA,2,408,380-5667,no,yes,29,2.0,3,33.8,3.0,3,20.28,3.0,1,13.03,2.0,2,3.11,1,False.
MS,2,408,402-8930,no,yes,45,2.0,1,25.13,1.0,2,12.53,2.0,2,9.16,3.0,2,3.78,1,False.
WY,3,415,348-9938,yes,no,0,2.0,3,30.67,2.0,2,16.49,2.0,2,10.23,1.0,2,2.27,0,False.
ND,2,415,364-5510,no,yes,36,1.0,3,21.03,2.0,2,14.67,3.0,3,12.62,2.0,2,2.38,1,True.
WV,1,415,357-2748,no,yes,22,2.0,1,34.07,1.0,1,11.14,2.0,1,10.38,1.0,2,2.05,1,False.
ID,1,510,403-9199,no,yes,30,1.0,2,20.89,2.0,2,19.85,2.0,3,8.98,2.0,1,2.59,2,False.
CT,1,510,361-1900,yes,no,0,3.0,2,37.54,3.0,2,22.58,2.0,2,9.58,1.0,2,1.73,0,False.
CT,2,408,344-1136,yes,no,0,2.0,3,34.34,2.0,1,15.67,2.0,2,7.92,1.0,1,2.0,2,True.
MI,2,408,378-6276,no,yes,32,2.0,2,35.62,1.0,1,9.32,2.0,3,8.54,2.0,3,2.46,6,True.
MT,3,408,347-3821,no,yes,19,2.0,2,25.99,2.0,2,18.12,2.0,3,9.24,2.0,3,2.92,2,False.
NE,3,415,346-5349,no,yes,25,1.0,2,23.51,1.0,1,6.85,1.0,1,7.37,1.0,3,2.24,0,False.
WY,3,510,356-4706,yes,no,0,3.0,2,42.08,1.0,3,9.22,2.0,1,10.44,2.0,2,2.86,2,False.
SC,2,510,401-3685,yes,yes,39,1.0,2,21.56,3.0,3,24.96,2.0,2,7.83,1.0,2,2.27,0,False.
NY,2,415,352-7752,yes,no,0,3.0,2,40.75,3.0,2,23.94,2.0,3,8.26,2.0,1,3.08,1,True.
NY,2,415,388-9285,no,yes,33,1.0,2,24.31,2.0,2,18.04,1.0,3,4.72,3.0,2,4.13,5,True.
ID,2,415,333-4594,no,yes,29,2.0,3,34.22,2.0,3,17.31,1.0,3,5.85,1.0,3,1.73,1,True.
TX,3,510,388-2240,yes,yes,31,2.0,1,34.6,2.0,1,17.03,2.0,2,9.63,3.0,3,3.62,1,True.
DE,3,415,384-8890,no,yes,8,1.0,3,14.71,3.0,2,24.24,2.0,3,8.12,2.0,1,2.35,2,False.
IL,1,415,342-2013,yes,no,0,1.0,2,18.7,1.0,1,12.52,2.0,1,8.57,1.0,3,1.73,0,False.
MN,2,415,399-2151,yes,no,0,2.0,2,27.18,2.0,2,15.29,1.0,2,6.95,2.0,1,3.13,2,True.
KY,1,408,352-9947,no,yes,36,1.0,2,19.62,1.0,1,14.13,2.0,1,8.31,3.0,3,4.1,2,False.
MT,2,415,416-7013,no,yes,15,1.0,2,19.99,2.0,3,16.69,1.0,3,7.08,1.0,2,1.73,1,False.
KY,1,415,345-4551,no,yes,28,1.0,1,17.9,2.0,2,16.78,2.0,2,8.44,2.0,3,2.32,2,False.
MA,2,415,400-4244,no,yes,21,3.0,2,40.46,2.0,1,17.82,2.0,2,10.49,2.0,2,2.7,2,False.
MD,2,415,417-2608,no,yes,40,1.0,2,21.78,3.0,1,21.05,2.0,3,8.99,3.0,2,4.21,0,False.
SD,3,415,372-2990,no,yes,31,2.0,2,29.1,2.0,1,16.46,2.0,1,8.84,2.0,2,2.75,1,False.
NY,2,415,404-9504,no,yes,23,3.0,1,48.72,3.0,2,26.8,2.0,2,8.73,2.0,3,2.78,1,False.
CA,2,415,409-9911,no,yes,31,1.0,2,18.63,3.0,3,21.19,3.0,2,14.45,1.0,2,2.24,4,True.
HI,2,408,401-6671,no,yes,13,2.0,2,32.83,1.0,2,9.49,2.0,2,10.23,3.0,2,3.27,1,False.
ID,2,510,405-7204,no,yes,34,3.0,3,39.54,1.0,3,13.02,3.0,1,12.9,1.0,2,1.27,3,False.
TX,2,415,408-9572,no,yes,31,3.0,1,44.73,3.0,3,23.74,1.0,3,5.72,2.0,2,2.62,5,False.
HI,3,415,342-9394,no,yes,38,2.0,2,36.45,2.0,1,17.99,1.0,1,7.43,2.0,3,2.7,1,False.
MD,3,415,364-9567,no,yes,45,2.0,3,29.67,2.0,2,18.49,2.0,1,9.91,3.0,1,3.29,1,False.
LA,3,408,371-5875,no,yes,23,3.0,3,38.08,2.0,2,19.85,3.0,2,13.23,2.0,2,2.38,1,False.
WY,3,415,356-1270,no,yes,11,2.0,1,30.72,2.0,2,14.76,2.0,2,10.42,2.0,2,2.73,2,False.
OR,2,408,379-1336,no,yes,32,1.0,2,16.41,1.0,2,12.39,2.0,1,7.85,2.0,1,2.54,1,False.
MD,2,408,404-5057,no,yes,38,1.0,2,18.34,1.0,2,11.93,3.0,1,11.41,2.0,1,2.84,0,False.
TN,1,510,407-8012,yes,no,0,2.0,2,27.37,3.0,1,20.82,2.0,2,8.14,1.0,3,2.08,1,False.
WV,3,510,332-6139,yes,yes,41,2.0,3,24.96,3.0,2,24.28,2.0,1,9.61,1.0,1,1.16,1,True.
OH,2,415,329-8056,no,yes,23,2.0,2,27.25,2.0,2,17.2,2.0,3,8.6,1.0,2,2.0,0,False.
CO,1,408,329-6192,no,yes,40,1.0,2,24.09,3.0,2,22.81,3.0,1,10.86,2.0,3,2.3,0,False.
TX,2,510,384-3904,no,yes,22,2.0,3,33.39,1.0,2,12.78,2.0,1,7.93,2.0,1,2.51,0,False.
TN,2,415,415-3016,no,yes,34,3.0,1,51.88,1.0,2,13.3,3.0,1,12.6,3.0,3,3.56,1,False.
