State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
AK,1,408,373-1028,no,no,0,2.0,1,29.78,1.0,1,12.89,2.0,2,10.37,1.0,2,1.43,1,False.
WV,2,408,369-1220,no,no,0,2.0,3,24.96,2.0,1,14.59,2.0,1,10.55,2.0,2,2.67,1,False.
MA,2,415,359-9369,no,no,0,2.0,2,29.56,3.0,2,24.43,2.0,2,9.22,2.0,3,2.46,1,False.
TN,2,415,415-3016,no,yes,34,3.0,1,51.88,1.0,2,13.3,3.0,1,12.6,3.0,3,3.56,1,False.
ID,2,510,414-7090,yes,yes,29,2.0,2,27.59,3.0,1,23.74,2.0,3,8.67,2.0,1,3.16,3,True.
DE,2,415,350-2250,yes,no,0,2.0,2,25.5,3.0,3,24.97,3.0,1,11.28,2.0,3,2.78,3,False.
VA,2,415,383-9355,no,no,0,2.0,3,33.58,2.0,3,17.59,1.0,2,7.36,2.0,2,3.05,1,False.
MT,3,408,417-3257,no,no,0,3.0,1,40.83,1.0,2,13.01,3.0,1,11.21,2.0,3,2.75,2,False.
ID,1,510,336-8010,no,yes,30,2.0,3,31.65,3.0,1,24.37,1.0,3,7.39,3.0,2,3.48,2,False.
IN,3,415,354-7718,no,yes,39,1.0,3,19.87,3.0,2,23.5,3.0,3,13.05,3.0,1,3.32,0,False.
MD,2,415,358-4412,no,yes,17,3.0,2,40.24,3.0,1,22.4,3.0,2,11.68,2.0,2,3.24,1,False.
MS,2,408,368-8972,no,no,0,2.0,2,29.44,1.0,1,11.15,2.0,2,7.69,1.0,2,1.46,0,False.
WA,2,510,407-9841,no,no,0,2.0,3,25.87,1.0,2,11.66,2.0,2,8.37,2.0,2,2.65,0,False.
OH,2,415,393-5208,no,no,0,2.0,3,30.82,2.0,2,15.5,2.0,2,8.13,1.0,1,1.81,0,False.
RI,3,408,332-2889,no,no,0,2.0,1,28.53,2.0,2,17.94,1.0,2,6.91,2.0,3,2.84,4,True.
AR,2,510,374-5530,no,no,0,2.0,3,29.82,3.0,2,21.31,3.0,1,13.02,2.0,3,2.65,1,False.
AZ,3,415,332-3381,no,no,0,1.0,2,14.89,3.0,2,22.69,2.0,2,9.66,2.0,3,2.65,2,False.
SC,1,415,344-9347,no,no,0,2.0,1,34.56,1.0,2,12.06,2.0,1,9.03,2.0,3,2.3,0,False.
KY,1,415,412-1991,no,no,0,1.0,2,15.74,1.0,1,13.76,3.0,1,12.83,2.0,2,3.05,5,True.
AL,3,415,393-4528,no,yes,21,3.0,3,44.69,1.0,2,12.71,1.0,2,6.32,1.0,2,2.19,1,False.
NE,2,408,347-2378,no,no,0,2.0,2,27.34,1.0,1,13.24,3.0,2,11.44,2.0,2,2.3,1,False.
MT,3,408,385-2699,no,yes,22,1.0,3,24.11,2.0,2,14.22,2.0,3,8.01,1.0,2,2.11,1,False.
MN,2,408,383-4319,no,yes,32,1.0,1,8.6,2.0,2,17.12,1.0,3,6.61,1.0,2,1.13,2,False.
NV,2,415,352-7915,no,no,0,1.0,1,22.93,1.0,3,13.26,2.0,2,8.89,2.0,2,2.75,1,False.
CA,2,415,375-5547,no,no,0,3.0,2,42.86,2.0,2,19.22,1.0,1,7.0,3.0,2,3.73,1,False.
UT,2,415,337-2348,no,yes,41,2.0,2,36.64,3.0,2,20.55,1.0,2,6.61,2.0,2,2.59,1,False.
IL,2,415,342-8702,no,no,0,1.0,1,21.22,3.0,1,21.86,2.0,3,8.69,3.0,2,3.62,0,False.
DC,2,408,393-5802,no,no,0,2.0,3,30.38,3.0,2,23.04,3.0,2,11.07,3.0,2,4.43,2,False.
IN,3,415,384-2219,no,no,0,2.0,3,31.14,2.0,1,15.23,3.0,2,13.18,2.0,2,2.67,2,False.
NM,2,415,347-6164,no,no,0,2.0,2,28.48,1.0,2,11.82,1.0,2,6.23,3.0,1,3.51,1,False.
MS,1,510,376-9940,no,no,0,2.0,2,25.01,2.0,3,17.0,2.0,1,10.57,3.0,3,3.38,3,False.
VT,3,415,354-4352,no,no,0,3.0,2,39.12,2.0,3,18.02,2.0,3,7.87,3.0,2,3.56,1,False.
VT,1,408,331-8713,no,no,0,1.0,3,23.09,1.0,2,13.87,2.0,2,10.34,3.0,2,3.4,0,False.
UT,2,510,341-3663,no,yes,20,2.0,2,34.97,1.0,2,11.57,1.0,3,7.17,2.0,2,2.35,2,False.
KY,2,408,376-4665,no,no,0,1.0,2,12.55,1.0,3,12.19,2.0,2,7.66,2.0,2,2.94,2,False.
VA,2,408,421-9034,no,no,0,2.0,3,32.18,2.0,2,19.85,3.0,2,12.19,2.0,1,2.7,2,False.
OH,3,408,401-5169,no,no,0,2.0,3,25.02,1.0,3,13.76,1.0,2,6.39,1.0,3,1.94,3,False.
AZ,1,408,370-8262,no,yes,42,1.0,2,23.34,2.0,2,15.66,2.0,1,10.41,2.0,2,2.75,0,False.
NY,2,510,387-2041,no,no,0,1.0,3,12.02,2.0,2,17.94,2.0,2,7.86,1.0,1,0.0,2,False.
VA,1,408,356-4146,no,no,0,2.0,3,34.78,2.0,2,17.44,1.0,1,7.41,2.0,2,2.89,0,False.
MD,2,510,372-8883,no,no,0,1.0,2,20.93,2.0,1,18.18,2.0,2,8.32,2.0,1,3.24,5,True.
MA,3,510,336-1880,no,yes,19,1.0,3,22.05,1.0,2,13.67,3.0,1,11.93,3.0,2,3.29,2,False.
IL,3,415,347-5843,yes,no,0,2.0,1,33.78,2.0,2,17.81,3.0,3,12.69,3.0,2,3.35,0,False.
LA,1,415,370-8023,no,no,0,2.0,3,24.67,2.0,1,19.86,2.0,2,9.39,1.0,2,2.13,2,False.
MO,1,415,417-9814,no,no,0,1.0,2,22.98,1.0,1,12.96,2.0,1,10.12,1.0,2,2.27,2,False.
DC,2,408,387-3422,no,yes,28,1.0,2,21.2,3.0,1,21.28,2.0,3,9.74,1.0,3,2.11,1,False.
PA,3,415,365-1664,no,no,0,2.0,1,36.7,1.0,3,12.36,2.0,3,8.41,3.0,2,3.27,1,False.
TN,2,415,367-2436,no,no,0,1.0,3,20.26,2.0,3,19.41,2.0,1,8.91,1.0,3,2.27,2,False.
NJ,2,510,344-6258,no,no,0,2.0,3,24.53,1.0,1,13.29,2.0,2,9.66,1.0,3,2.11,3,False.
VA,2,415,353-8928,no,no,0,3.0,3,39.98,2.0,2,18.75,3.0,2,10.63,2.0,2,3.19,1,False.
TN,2,510,365-7784,no,no,0,2.0,1,29.58,3.0,3,23.89,2.0,2,8.87,2.0,1,2.62,0,False.
NJ,1,510,330-2635,yes,no,0,1.0,1,19.55,1.0,2,10.4,3.0,1,11.03,1.0,1,1.73,0,True.
WA,3,408,344-3131,no,no,0,2.0,2,25.79,2.0,1,15.17,2.0,2,10.31,3.0,3,3.54,2,False.
AR,2,510,378-4294,no,no,0,2.0,2,26.03,2.0,1,19.9,3.0,1,14.81,2.0,3,2.67,3,False.
WI,3,415,343-9365,no,no,0,3.0,2,37.16,1.0,3,12.74,2.0,3,9.21,2.0,2,2.48,2,False.
WA,2,510,362-5579,no,no,0,3.0,3,45.08,2.0,2,15.19,2.0,2,7.86,2.0,3,2.89,2,False.
RI,3,415,366-7616,no,no,0,1.0,3,24.36,2.0,2,15.34,2.0,2,8.29,2.0,2,2.73,1,False.
ME,3,415,397-2870,no,no,0,2.0,2,32.35,3.0,1,21.48,2.0,2,9.93,1.0,3,1.94,2,False.
CO,2,415,408-3262,no,no,0,2.0,1,31.4,3.0,1,22.27,3.0,3,10.78,3.0,3,3.32,2,True.
CO,2,408,372-9091,no,no,0,1.0,2,19.6,2.0,3,19.1,1.0,2,6.86,3.0,1,4.86,1,False.
RI,2,408,410-3159,no,no,0,1.0,2,19.21,2.0,2,14.38,1.0,1,7.05,2.0,2,2.48,2,True.
CT,2,408,344-5181,no,no,0,3.0,2,50.01,2.0,1,19.76,2.0,1,8.78,2.0,1,2.43,0,True.
NC,2,415,396-8662,no,no,0,2.0,1,36.65,2.0,1,14.26,2.0,1,9.32,1.0,3,1.73,3,False.
WY,1,408,339-6446,no,no,0,1.0,1,21.9,2.0,2,17.74,2.0,2,9.09,3.0,3,3.78,1,False.
OR,3,415,384-7236,yes,yes,28,2.0,3,35.9,3.0,2,26.56,2.0,3,8.01,2.0,1,2.89,3,True.
FL,2,415,353-5257,no,yes,24,1.0,1,12.1,2.0,2,15.44,2.0,2,8.41,3.0,1,3.48,1,False.
KY,1,408,369-7295,no,no,0,1.0,3,16.13,3.0,1,21.52,2.0,1,7.88,3.0,1,3.83,2,False.
SC,1,510,408-5322,no,no,0,3.0,3,44.1,3.0,2,22.92,2.0,3,7.89,2.0,2,2.57,1,True.
WA,2,408,344-9620,no,yes,28,2.0,3,36.69,3.0,1,24.24,2.0,1,8.64,1.0,2,1.86,1,False.
MT,3,415,329-8436,no,no,0,1.0,2,16.58,3.0,1,22.79,3.0,1,11.49,3.0,2,3.56,3,False.
PA,3,510,414-6739,no,no,0,2.0,3,24.91,2.0,3,14.44,3.0,2,10.75,1.0,2,2.21,0,False.
MA,2,408,406-1730,no,no,0,2.0,1,26.84,2.0,2,19.89,2.0,1,9.45,3.0,2,3.29,2,False.
VT,1,415,336-9327,no,no,0,1.0,3,23.78,2.0,2,19.01,3.0,2,10.84,3.0,2,3.43,2,False.
MN,2,408,378-7418,no,yes,21,2.0,2,26.04,3.0,2,22.38,1.0,1,6.08,2.0,3,3.21,1,False.
IL,2,408,412-6019,yes,no,0,1.0,3,17.6,3.0,2,27.14,3.0,3,10.8,1.0,2,2.27,2,False.
AR,2,408,390-4789,no,no,0,2.0,3,31.59,2.0,1,16.35,2.0,2,9.0,1.0,2,1.78,1,False.
MD,2,415,386-9774,no,no,0,1.0,1,22.02,3.0,3,30.11,1.0,2,6.55,2.0,2,2.94,1,False.
MT,1,408,353-8970,no,no,0,3.0,2,40.22,2.0,3,18.78,1.0,3,6.61,2.0,1,2.4,1,False.
VT,1,408,410-5370,no,no,0,3.0,2,44.27,2.0,2,17.7,2.0,3,9.36,2.0,1,2.7,6,False.
CO,2,415,404-4421,no,no,0,2.0,2,28.44,1.0,1,13.93,2.0,2,8.37,1.0,2,1.81,2,False.
NC,3,408,409-3353,no,no,0,2.0,2,30.97,2.0,2,18.05,2.0,3,10.49,2.0,2,2.51,2,False.
WA,2,510,422-2571,no,no,0,1.0,1,19.21,1.0,2,12.76,2.0,3,9.19,2.0,2,2.92,2,False.
TN,2,415,412-3404,no,no,0,2.0,3,31.57,2.0,3,19.98,3.0,1,11.54,3.0,3,4.56,0,False.
AR,2,408,333-2964,no,no,0,1.0,3,23.15,1.0,3,14.03,1.0,1,6.21,2.0,2,2.59,0,False.
DC,2,510,406-6669,no,yes,29,3.0,1,37.84,2.0,2,16.18,2.0,2,9.05,2.0,1,3.11,1,False.
MN,1,415,409-8802,no,no,0,2.0,1,33.54,3.0,2,22.48,2.0,3,9.47,2.0,3,2.43,1,False.
IA,3,510,354-6183,no,yes,33,1.0,3,24.04,2.0,3,15.84,2.0,2,9.45,1.0,3,2.08,1,False.
KS,2,510,354-2434,no,no,0,2.0,1,35.36,1.0,2,8.08,2.0,3,8.03,1.0,3,2.16,1,False.
ND,2,415,389-7620,no,no,0,1.0,2,20.15,2.0,2,15.11,3.0,2,11.51,3.0,2,3.27,1,False.
MT,1,510,338-1724,no,no,0,2.0,1,26.04,2.0,2,19.52,1.0,2,6.67,2.0,3,2.89,1,False.
IL,3,510,399-1750,no,no,0,1.0,2,18.41,2.0,3,15.61,2.0,2,7.95,3.0,1,3.65,0,False.
DC,3,408,354-8914,no,no,0,2.0,2,28.66,2.0,2,15.95,2.0,2,9.74,3.0,3,3.89,2,False.
KY,1,415,409-2983,no,no,0,3.0,3,42.02,3.0,2,25.81,1.0,2,4.74,2.0,1,2.51,2,True.
MS,2,510,329-9689,yes,no,0,3.0,1,38.11,3.0,2,20.68,1.0,1,6.65,2.0,3,3.24,3,False.
TN,2,415,337-8950,no,no,0,2.0,2,28.37,2.0,1,18.85,3.0,3,10.98,3.0,2,3.46,3,False.
IA,1,415,374-1836,no,yes,43,1.0,2,20.13,1.0,2,12.25,1.0,2,7.11,2.0,3,2.3,1,False.
AK,2,510,359-9454,no,no,0,2.0,1,32.45,2.0,1,19.26,2.0,2,10.35,1.0,2,2.11,2,False.
MN,3,415,378-9542,no,no,0,3.0,1,54.03,1.0,2,13.0,1.0,1,5.55,2.0,3,2.81,1,True.
WV,2,415,344-1970,no,no,0,3.0,2,53.04,2.0,2,15.3,2.0,2,7.59,3.0,2,3.46,1,True.
OR,2,415,417-2774,no,no,0,2.0,3,24.82,2.0,3,17.26,1.0,3,6.83,3.0,1,3.59,1,False.
MS,3,415,333-9002,no,no,0,1.0,2,22.37,2.0,2,15.24,3.0,3,11.3,3.0,2,4.19,1,True.
ME,1,415,369-8576,no,yes,33,2.0,2,32.88,2.0,1,19.69,2.0,2,10.18,2.0,3,3.0,2,False.
MN,3,510,372-6920,no,no,0,2.0,2,31.47,2.0,1,18.11,2.0,1,8.82,2.0,2,2.3,2,False.
GA,3,510,333-6575,no,no,0,2.0,2,32.86,2.0,3,14.37,2.0,3,10.13,2.0,2,3.19,0,False.
DC,1,415,410-1190,no,no,0,2.0,2,24.89,2.0,2,16.7,2.0,2,10.35,1.0,1,2.11,1,False.
GA,3,510,376-1641,no,no,0,1.0,2,12.1,3.0,3,25.87,2.0,2,8.25,2.0,2,2.32,0,False.
NY,2,415,329-6731,no,no,0,1.0,2,20.94,2.0,3,16.15,2.0,2,7.66,3.0,2,3.48,4,True.
OK,2,510,393-3976,no,no,0,2.0,2,34.85,1.0,3,11.98,3.0,2,12.27,1.0,2,2.03,2,False.
OK,1,415,388-7355,no,no,0,1.0,1,21.88,3.0,3,20.47,3.0,3,10.7,3.0,3,3.46,1,False.
GA,1,510,412-7791,no,no,0,3.0,1,36.87,2.0,3,17.94,2.0,3,8.09,2.0,2,3.08,3,False.
NJ,2,510,368-6111,no,no,0,2.0,3,25.5,2.0,3,18.57,2.0,2,9.56,2.0,1,2.65,3,False.
MN,1,415,401-9420,no,no,0,2.0,2,27.9,2.0,1,17.51,2.0,3,8.76,2.0,1,3.08,1,False.
ME,2,510,352-5750,no,no,0,2.0,2,36.04,2.0,3,19.26,2.0,3,8.71,2.0,3,2.4,3,False.
MI,1,510,417-3702,no,yes,37,2.0,2,28.44,2.0,2,16.55,3.0,2,10.65,2.0,3,3.24,2,False.
MT,2,415,353-5714,no,no,0,2.0,3,26.25,2.0,2,18.46,2.0,1,8.34,3.0,2,3.75,1,False.
NE,3,510,409-9494,no,yes,30,2.0,2,30.14,2.0,2,18.0,3.0,2,10.81,2.0,3,2.51,3,False.
ND,2,408,395-1901,no,no,0,3.0,3,39.3,3.0,3,22.76,3.0,2,10.81,2.0,2,2.38,1,True.
VA,3,415,378-8342,no,no,0,2.0,2,34.49,2.0,1,15.18,2.0,3,9.17,3.0,2,3.46,5,False.
VT,2,408,417-6044,no,no,0,2.0,3,25.43,2.0,1,17.06,2.0,2,8.15,3.0,3,3.86,0,False.
OH,2,510,348-1163,yes,no,0,3.0,1,58.7,2.0,2,17.29,2.0,2,9.79,2.0,3,3.19,1,True.
AL,1,408,337-4600,no,no,0,3.0,1,45.03,3.0,1,23.9,1.0,1,7.47,1.0,2,2.27,1,True.
DC,1,408,355-5922,no,no,0,1.0,2,20.74,1.0,3,11.76,2.0,3,10.09,1.0,2,1.57,1,False.
ND,2,415,369-5810,no,no,0,2.0,2,30.12,3.0,2,22.98,2.0,2,10.42,3.0,1,3.78,2,False.
TN,3,415,340-8291,no,no,0,1.0,1,22.63,2.0,3,17.55,2.0,2,9.97,2.0,3,2.78,1,False.
DE,2,510,354-7397,no,no,0,3.0,2,38.27,3.0,3,23.76,2.0,2,10.52,2.0,2,2.38,0,True.
NY,3,408,407-7464,no,no,0,2.0,3,35.43,2.0,2,14.82,3.0,2,13.98,2.0,2,3.02,1,False.
AL,2,408,386-6411,no,yes,30,2.0,2,29.43,3.0,2,21.01,1.0,2,7.14,2.0,2,3.11,1,False.
OK,2,510,397-3746,yes,no,0,2.0,3,27.61,2.0,2,14.2,1.0,3,5.8,2.0,1,3.08,2,True.
MS,2,415,410-5236,no,yes,13,3.0,2,47.8,2.0,2,15.15,3.0,3,10.99,1.0,2,1.73,2,False.
MD,2,415,409-2412,no,no,0,2.0,2,35.41,2.0,1,14.4,1.0,2,4.59,3.0,2,4.29,3,False.
NE,3,415,400-7280,no,yes,38,3.0,3,41.38,3.0,2,23.27,3.0,2,12.73,3.0,3,3.81,2,False.
AR,3,415,332-5820,no,no,0,3.0,2,38.11,3.0,3,26.77,2.0,3,8.23,3.0,2,4.35,1,True.
IL,2,415,373-4483,no,no,0,2.0,2,32.18,3.0,2,20.34,1.0,2,4.04,2.0,2,2.67,3,False.
IN,2,408,347-6717,no,yes,46,2.0,3,28.61,3.0,2,23.03,2.0,2,10.01,1.0,1,1.81,4,False.
UT,2,415,380-2929,no,yes,24,3.0,2,39.59,1.0,2,12.93,3.0,1,15.49,2.0,3,2.89,1,False.
LA,1,415,420-7692,no,yes,37,2.0,2,26.35,1.0,2,12.1,1.0,3,6.47,1.0,2,1.59,1,False.
ID,3,510,380-6437,no,no,0,2.0,3,26.25,2.0,2,17.32,1.0,1,7.14,2.0,2,3.19,0,False.
KY,1,510,377-8309,no,no,0,3.0,2,39.9,2.0,2,16.63,3.0,1,11.4,1.0,3,2.27,2,False.
MI,1,415,407-2718,no,no,0,3.0,2,40.8,1.0,3,11.99,1.0,3,5.8,1.0,3,1.92,1,False.
NH,2,415,357-1938,yes,no,0,3.0,1,50.73,3.0,3,22.99,1.0,1,4.83,3.0,1,3.29,0,True.
WV,2,415,381-3735,no,no,0,2.0,2,28.22,3.0,2,20.07,1.0,2,6.04,2.0,2,2.94,1,False.
OR,3,415,409-8453,no,yes,33,1.0,3,18.97,2.0,2,18.13,3.0,3,12.04,3.0,2,4.32,0,False.
SD,1,415,395-6758,no,no,0,2.0,2,29.67,2.0,2,15.32,2.0,2,8.06,2.0,1,2.89,2,False.
MD,2,510,399-5424,yes,yes,27,2.0,3,29.84,2.0,1,17.9,3.0,3,13.27,1.0,2,1.86,1,False.
ND,3,408,409-4671,yes,yes,35,2.0,2,26.78,2.0,1,16.12,2.0,1,10.22,2.0,1,3.0,3,True.
TN,2,415,374-6525,no,no,0,2.0,2,35.05,2.0,2,14.99,3.0,3,13.37,2.0,3,2.97,1,False.
MO,2,415,406-8665,no,yes,35,2.0,3,35.28,2.0,3,17.09,1.0,2,7.4,1.0,3,2.03,4,False.
IL,2,510,342-7716,no,yes,16,2.0,2,24.62,2.0,2,17.53,3.0,3,11.49,2.0,1,3.13,4,False.
UT,3,415,417-2221,no,no,0,3.0,1,44.0,1.0,3,11.01,2.0,2,8.71,2.0,3,2.94,2,False.
MI,2,415,376-5213,no,no,0,3.0,2,38.57,2.0,1,15.49,2.0,2,9.18,2.0,1,3.13,0,True.
AR,2,408,348-7448,no,no,0,2.0,3,25.99,2.0,2,14.55,3.0,2,11.57,2.0,2,3.24,2,False.
TX,2,408,328-8179,no,yes,27,2.0,1,26.64,3.0,3,20.1,1.0,2,5.54,3.0,3,3.4,2,False.
AK,2,408,389-4602,no,no,0,2.0,1,25.64,3.0,2,25.15,3.0,2,11.12,3.0,1,3.38,1,False.
TN,1,415,413-2238,no,no,0,3.0,3,37.57,2.0,2,17.38,1.0,2,5.31,1.0,2,1.84,4,False.
NH,3,415,402-3370,no,yes,32,3.0,2,54.81,3.0,2,24.07,2.0,2,9.43,1.0,2,1.81,1,True.
NM,3,408,348-6008,no,no,0,2.0,3,26.11,3.0,2,22.28,2.0,2,10.15,2.0,2,2.65,2,False.
MN,3,408,371-5655,no,yes,22,2.0,2,36.57,1.0,2,11.81,1.0,2,6.58,3.0,1,3.35,2,False.
IA,2,415,374-5224,no,yes,35,2.0,2,29.65,2.0,2,16.72,1.0,1,5.73,2.0,2,3.19,1,False.
RI,1,415,371-1187,no,no,0,2.0,3,30.69,2.0,2,19.55,2.0,1,10.46,2.0,2,2.86,0,False.
AL,2,415,337-1100,no,no,0,1.0,2,20.93,2.0,2,15.47,3.0,1,11.01,3.0,3,3.4,2,False.
NC,2,510,421-8141,no,no,0,2.0,2,28.17,3.0,1,21.88,2.0,3,7.69,2.0,2,2.7,1,False.
SD,2,408,406-2678,no,no,0,2.0,2,34.03,1.0,2,10.09,3.0,1,10.65,1.0,3,1.62,2,False.
MT,2,510,415-9649,no,no,0,2.0,1,26.32,3.0,2,24.45,2.0,1,9.38,1.0,3,1.59,3,False.
HI,2,510,364-8128,no,no,0,1.0,3,21.32,3.0,2,22.23,3.0,2,10.87,2.0,3,3.08,2,False.
MT,1,415,356-7817,no,yes,33,2.0,2,31.31,3.0,2,26.57,3.0,1,11.88,3.0,2,3.29,1,False.
KY,2,415,404-6357,no,yes,24,3.0,2,46.7,2.0,3,16.45,3.0,2,13.48,2.0,2,2.92,3,False.
DC,1,415,398-2138,yes,yes,39,1.0,3,24.14,3.0,2,20.54,3.0,1,13.59,2.0,2,3.05,1,False.
CO,1,408,378-8029,yes,yes,21,2.0,2,25.76,1.0,2,12.56,2.0,3,9.47,2.0,2,2.7,1,False.
MI,2,415,386-4215,no,no,0,1.0,3,21.22,1.0,3,11.31,1.0,1,7.21,2.0,3,2.86,3,False.
AL,2,415,367-8156,no,no,0,2.0,1,30.46,2.0,1,18.95,2.0,3,8.47,3.0,1,3.35,0,False.
KS,2,408,382-8079,yes,no,0,3.0,2,41.89,2.0,2,15.47,1.0,2,7.09,3.0,1,3.27,2,True.
NC,2,415,354-2985,no,no,0,3.0,3,39.56,2.0,3,15.84,1.0,3,6.9,2.0,3,3.11,5,False.
SC,2,408,373-6922,no,no,0,3.0,3,48.96,3.0,2,21.74,2.0,2,10.5,3.0,2,3.62,0,True.
CO,3,415,397-7125,no,yes,23,2.0,3,29.04,3.0,2,20.12,3.0,2,13.25,3.0,1,3.43,1,False.
MN,2,415,333-6296,no,no,0,2.0,3,36.74,2.0,2,16.79,2.0,2,9.8,2.0,2,2.65,1,False.
WY,2,415,365-6022,no,no,0,1.0,2,23.58,2.0,1,18.31,1.0,2,7.39,1.0,2,1.32,2,False.
FL,2,510,365-1688,no,no,0,2.0,2,35.82,3.0,1,20.29,3.0,2,11.41,2.0,2,2.48,3,False.
NY,2,415,382-4872,no,no,0,2.0,3,30.91,1.0,2,13.44,3.0,3,11.98,2.0,3,2.62,0,False.
OK,3,408,367-6136,no,yes,30,1.0,2,10.47,3.0,2,21.68,2.0,2,10.17,3.0,2,3.35,1,False.
ME,1,510,404-3592,no,no,0,2.0,1,35.31,2.0,2,16.72,3.0,1,11.78,1.0,2,1.84,1,False.
NE,1,510,415-2949,no,no,0,3.0,1,37.26,2.0,1,14.2,1.0,3,7.26,2.0,2,2.7,1,False.
OH,1,415,375-8880,no,no,0,3.0,3,38.59,3.0,2,21.99,2.0,2,7.64,2.0,1,2.4,2,False.
CT,2,415,335-6832,no,no,0,3.0,1,41.8,3.0,2,20.41,1.0,2,7.14,2.0,2,2.4,3,False.
DC,2,415,361-8367,no,no,0,3.0,1,43.74,2.0,3,15.71,1.0,2,4.9,3.0,3,3.65,0,False.
OK,1,415,408-2002,no,no,0,1.0,3,20.59,2.0,1,18.36,2.0,1,10.58,3.0,2,4.35,2,False.
NJ,2,415,347-8659,no,no,0,3.0,3,51.26,3.0,1,21.9,1.0,3,5.98,3.0,1,3.62,4,True.
IA,3,415,376-2922,no,no,0,3.0,2,39.76,2.0,2,18.61,2.0,2,8.23,2.0,2,2.57,0,False.
VA,1,415,382-2182,yes,no,0,1.0,2,16.93,3.0,2,26.24,1.0,1,7.25,3.0,3,3.7,2,True.
VA,3,510,408-2089,no,no,0,2.0,3,28.87,2.0,2,15.56,3.0,1,17.77,3.0,3,3.43,2,False.
NM,3,415,369-6890,yes,yes,26,2.0,3,33.8,2.0,1,14.16,2.0,3,8.93,3.0,2,3.89,1,True.
FL,2,408,347-2951,yes,no,0,1.0,1,19.75,2.0,3,19.52,2.0,2,9.19,2.0,2,2.73,3,False.
RI,2,510,420-6324,yes,no,0,3.0,3,43.5,1.0,2,11.98,3.0,3,13.9,3.0,1,3.27,1,True.
NJ,3,408,402-7650,no,yes,27,2.0,1,31.91,2.0,3,18.79,1.0,2,6.56,2.0,2,2.7,3,False.
NE,3,408,391-2702,no,yes,21,2.0,2,33.3,2.0,1,18.18,1.0,2,3.97,2.0,2,2.32,0,False.
WV,3,415,383-3375,no,no,0,1.0,2,22.0,2.0,2,15.76,2.0,2,9.21,1.0,1,0.3,2,False.
WY,2,510,392-2733,no,yes,12,3.0,2,37.57,1.0,3,12.84,2.0,1,8.06,2.0,3,2.43,2,False.
SC,3,408,397-9933,no,no,0,1.0,2,23.89,2.0,2,15.88,2.0,2,10.22,2.0,2,2.57,2,False.
MS,1,415,383-9306,yes,no,0,3.0,3,47.24,1.0,2,13.24,3.0,1,11.56,2.0,3,2.48,0,True.
ND,3,415,369-1929,no,no,0,3.0,2,38.23,3.0,2,21.25,2.0,1,9.72,1.0,2,1.81,3,True.
IL,1,415,369-4377,no,no,0,1.0,3,18.55,2.0,3,18.48,2.0,3,8.48,3.0,3,3.46,0,False.
OR,1,415,366-9430,no,no,0,2.0,2,35.33,1.0,2,10.5,3.0,3,13.12,1.0,3,1.54,0,False.
UT,3,510,353-7407,no,no,0,2.0,2,35.0,3.0,2,21.85,2.0,1,9.4,3.0,3,3.27,0,False.
IA,1,415,359-7426,no,no,0,3.0,3,52.46,1.0,2,12.82,2.0,1,8.94,1.0,2,1.97,4,True.
ME,1,510,332-7391,no,no,0,3.0,1,41.24,2.0,3,17.77,2.0,1,9.89,3.0,3,3.89,2,False.
WY,3,408,405-6559,no,no,0,3.0,1,39.03,1.0,2,11.74,3.0,2,11.29,1.0,2,0.89,1,False.
WI,2,510,338-8784,no,yes,28,2.0,1,28.22,2.0,2,19.88,2.0,1,7.65,1.0,2,2.08,2,False.
SC,2,415,415-6347,no,no,0,2.0,3,24.62,2.0,1,17.05,2.0,1,9.4,3.0,3,3.59,0,True.
DC,1,510,354-5058,yes,no,0,1.0,1,18.04,1.0,2,10.5,1.0,2,4.34,3.0,2,3.48,0,False.
CT,2,415,342-5701,no,no,0,3.0,1,37.71,1.0,3,14.11,2.0,1,9.46,3.0,2,3.56,1,False.
OR,1,415,378-4179,no,no,0,2.0,2,34.78,2.0,2,18.06,2.0,2,8.19,2.0,3,2.65,2,False.
OR,1,510,407-6391,no,no,0,2.0,2,36.3,2.0,3,14.16,1.0,1,5.49,3.0,2,3.81,3,False.
NV,2,415,404-3105,no,yes,44,2.0,2,25.84,3.0,1,23.37,1.0,3,7.31,2.0,1,2.7,2,False.
MN,2,415,390-9735,yes,yes,29,3.0,1,44.34,1.0,2,13.91,3.0,3,12.23,3.0,3,4.59,1,True.
OK,3,408,350-4820,no,no,0,2.0,3,28.29,3.0,3,26.95,1.0,3,7.22,2.0,1,2.7,1,False.
KS,2,415,383-8807,no,no,0,2.0,1,30.24,2.0,1,14.22,2.0,3,10.07,3.0,3,4.1,0,False.
RI,1,415,366-8382,no,no,0,3.0,2,39.97,2.0,2,16.73,3.0,2,11.69,1.0,3,1.89,3,False.
DC,2,415,402-9704,no,no,0,2.0,2,31.76,2.0,3,14.76,3.0,3,11.29,2.0,2,2.62,2,False.
IL,3,408,405-2209,yes,no,0,3.0,1,45.63,2.0,3,14.82,2.0,2,8.71,2.0,2,3.13,1,False.
